"Timestamp","ඔබේ ස්ත්‍රී පුරුෂ භාවය කුමක්ද? what is your gender? ","ඔබේ වර්තමාන වයස් කාණ්ඩය ?  your present age group? ","ඔබේ වත්මන් ජීවත්වන දිස්ත්‍රික්කය කුමක්ද? what is your current living district?","ඔබේ වර්තමාන රැකියාව කුමක්ද? What is your present Occupation? ","ඔබේ අධ්‍යාපන මට්ටම කෙසේද? How about your education level?","ඔබේ විවාහක තත්වය කුමක්ද? What is your marital status?","ඔබේ ජනවාර්ගිකත්වය කුමක්ද? Please specify your ethnicity","ඔබට ජංගම දුරකථනයක් තිබේද? .Do you own a cell phone?","ඔබ සතුව ඇත්තේ කුමන ආකාරයේ ජංගම දුරකථනයක්ද? what type of mobile phone do you have?","ඔබට බැංකු ගිණුමක් තිබේද? Do you have a bank account?","ඔබ කීවේ ඔබට බැංකු ගිණුමක් නොමැති බවයි. ඔබට බැංකු ගිණුමක් නොමැති වීමට හේතුව කරුණාකර ඔබට පැවසිය හැකිද?   You said you do not have a bank account. Can you please tell the reason you do not have a bank account?"," ඔබ සතුව ඇත්තේ කුමන ආකාරයේ බැංකු ගිණුමක්ද? what type of a bank account do you have?","ඔබ කොපමණ වාරයක් ගනුදෙනු කරන්නේද?How often do you make transaction?","ඔබ ගනුදෙනු කරන බැංකු ශාඛාව කොතරම් දුරද? How far is the bank branch where you do business? ","ජංගම බැංකු සේවා ගැන ඔබ අසා තිබේද? Have you heard about Mobile banking services?","පහත දැක්වෙන උපාංග භාවිතා කිරීමේ හැකියාව ඔබ තක්සේරු කරන්නේ කෙසේද how would you rate your ability to use the following devices? [ජංගම දුරකථන Mobile Phone]","පහත දැක්වෙන උපාංග භාවිතා කිරීමේ හැකියාව ඔබ තක්සේරු කරන්නේ කෙසේද how would you rate your ability to use the following devices? [ස්වයංක්‍රීය ටෙලර් යන්ත්‍රය ATM machine]","පහත දැක්වෙන උපාංග භාවිතා කිරීමේ හැකියාව ඔබ තක්සේරු කරන්නේ කෙසේද how would you rate your ability to use the following devices? [අන්තර්ජාල Internet]","පහත දැක්වෙන උපාංග භාවිතා කිරීමේ හැකියාව ඔබ තක්සේරු කරන්නේ කෙසේද how would you rate your ability to use the following devices? [ඩෙබිට් කාඩ්පත Debit card]","පහත දැක්වෙන උපාංග භාවිතා කිරීමේ හැකියාව ඔබ තක්සේරු කරන්නේ කෙසේද how would you rate your ability to use the following devices? [පෙරගෙවුම් කාඩ්පත Prepaid card]"," ඔබ බැංකුකරණය සඳහා ජංගම දුරකථනය භාවිතා නොකරන්නේ ඇයි? ) Why don't you use a mobile phone for banking?  [මගේ දුරකථනය එයට සහාය නොදක්වයි My phone does not support it]"," ඔබ බැංකුකරණය සඳහා ජංගම දුරකථනය භාවිතා නොකරන්නේ ඇයි? ) Why don't you use a mobile phone for banking?  [ගනුදෙනු කිරීමට මට ආරක්ෂාවක් දැනෙන්නේ නැත I don't feel safe to do transactions]"," ඔබ බැංකුකරණය සඳහා ජංගම දුරකථනය භාවිතා නොකරන්නේ ඇයි? ) Why don't you use a mobile phone for banking?  [ශාඛාවට යාම වඩාත් පහසුය Going to the branch is more convenient]"," ඔබ බැංකුකරණය සඳහා ජංගම දුරකථනය භාවිතා නොකරන්නේ ඇයි? ) Why don't you use a mobile phone for banking?  [මට යෙදුම තේරෙන්නේ නැත I don't understand the app]"," ඔබ බැංකුකරණය සඳහා ජංගම දුරකථනය භාවිතා නොකරන්නේ ඇයි? ) Why don't you use a mobile phone for banking?  [යෙදුම මන්දගාමී වේ App is slow]"," ඔබ බැංකුකරණය සඳහා ජංගම දුරකථනය භාවිතා නොකරන්නේ ඇයි? ) Why don't you use a mobile phone for banking?  [ජංගම බැංකු පහසුකම් ලබා ගැනීම සඳහා බොහෝ අයදුම්පත් පිරවීම කරදරයකි  it is  trouble  to fill many applications to get a mobile banking facility]","ඉහත කරුණු හැරුණු විට, ජංගම බැංකු යෙදුම් භාවිතා නොකිරීමට හේතුව / හේතු මොනවාද? Other than the above points, what is/are the reason/reasons for not using mobile banking apps?"
"2020/11/03 10:13:18 PM GMT+5:30","ගැහැණු Female","අවුරුදු 25-45","ගම්පහ Gampaha","රාජ්‍ය / රාජ්‍ය සේවය Government /Public Service","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","විවාහක Married","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account;ස්ථාවර ගිණුම fixed account","මාසිකව Monthly","5 කි.මී.සිට 10කි.මී. දක්වා   5 to 10 km","ඔව් yes","ඉහළ high","ඉහළ high","ඉහළ high","ඉහළ high","ඉතා අඩුයි Very low","එකඟ නොවේ Disagree","තදින්ම එකඟ වේ Strongly Agree","එකඟ වේ Agree","එකඟ නොවේ Disagree","උදාසීන Neutral","එකඟ නොවේ Disagree",""
"2020/11/03 10:20:36 PM GMT+5:30","ගැහැණු Female","අවුරුදු 25-45","ගම්පහ Gampaha","පෞද්ගලික අංශයේ private sector","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","විවාහක Married","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account;ණය ගිණුම loan account","මාසිකව Monthly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","ඉතා අඩුයි Very low","ඉහළ high","සාමාන්‍යය average","සාමාන්‍යය average","ඉතා අඩුයි Very low","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","තදින්ම එකඟ වේ Strongly Agree","එකඟ වේ Agree","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","Feel it is not safe doing transactions through  mobile phones"
"2020/11/03 10:32:34 PM GMT+5:30","පිරිමි Male","අවුරුදු 25-45","කුරුණෑගල Kurunegala","රාජ්‍ය / රාජ්‍ය සේවය Government /Public Service","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","විවාහක Married","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","ඉඳහිට (මසකට වරක් අඩු) Occasionally (less than once a month)","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","ඉතා ඉහළයි very high","ඉතා ඉහළයි very high","ඉතා ඉහළයි very high","ඉහළ high","ඉහළ high","උදාසීන Neutral","උදාසීන Neutral","උදාසීන Neutral","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ වේ Agree","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","ATM Cards"
"2020/11/04 8:25:04 AM GMT+5:30","ගැහැණු Female","අවුරුදු 25-45","ගම්පහ Gampaha","පෞද්ගලික අංශයේ private sector","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","විවාහක Married","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","මාසිකව Monthly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","සාමාන්‍යය average","සාමාන්‍යය average","සාමාන්‍යය average","අඩු low","අඩු low","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","Miner knowledge about mobile banking"
"2020/11/04 8:51:19 AM GMT+5:30","ගැහැණු Female","අවුරුදු 25-45","ගම්පහ Gampaha","පෞද්ගලික අංශයේ private sector","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","තනි Single","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","මාසිකව Monthly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","අඩු low","ඉතා ඉහළයි very high","සාමාන්‍යය average","ඉහළ high","ඉතා අඩුයි Very low","උදාසීන Neutral","එකඟ නොවේ Disagree","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ වේ Agree","තදින්ම එකඟ වේ Strongly Agree","උදාසීන Neutral",""
"2020/11/04 9:14:13 AM GMT+5:30","ගැහැණු Female","අවුරුදු 25-45","ගම්පහ Gampaha","පෞද්ගලික අංශයේ private sector","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","තනි Single","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","මාසිකව Monthly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","සාමාන්‍යය average","සාමාන්‍යය average","ඉහළ high","ඉහළ high","සාමාන්‍යය average","එකඟ නොවේ Disagree","එකඟ වේ Agree","උදාසීන Neutral","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ වේ Agree","I am fine with travelling to the bank except for emergencies"
"2020/11/04 10:59:33 AM GMT+5:30","ගැහැණු Female","60 ට වැඩි (above 60 )","කොළඹ Colombo","Retired","උසස් පෙළ( A/L)","විවාහක Married","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ජංගම ගිණුම Current account","මාසිකව Monthly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","අඩු low","සාමාන්‍යය average","සාමාන්‍යය average","සාමාන්‍යය average","සාමාන්‍යය average","එකඟ නොවේ Disagree","එකඟ වේ Agree","එකඟ වේ Agree","එකඟ වේ Agree","උදාසීන Neutral","උදාසීන Neutral",""
"2020/11/04 11:50:03 AM GMT+5:30","පිරිමි Male","අවුරුදු 25-45","මඩකලපුව Batticaloa","ශිෂ්ය student","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","තනි Single","දෙමළ tamil","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account;ණය ගිණුම loan account","සතිපතා Weekly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","ඉහළ high","ඉහළ high","ඉහළ high","ඉහළ high","ඉහළ high","උදාසීන Neutral","උදාසීන Neutral","එකඟ නොවේ Disagree","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","උදාසීන Neutral","Not a solid reason to get started using it "
"2020/11/04 12:51:54 PM GMT+5:30","පිරිමි Male","අවුරුදු 16-25","ගම්පහ Gampaha","ශිෂ්ය student","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","තනි Single","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","ඉඳහිට (මසකට වරක් අඩු) Occasionally (less than once a month)","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","සාමාන්‍යය average","අඩු low","අඩු low","අඩු low","අඩු low","එකඟ නොවේ Disagree","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ නොවේ Disagree","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree",""
"2020/11/04 7:41:20 PM GMT+5:30","ගැහැණු Female","අවුරුදු 25-45","ගම්පහ Gampaha","රැකියා විරහිත unemployed","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","තනි Single","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","ඉඳහිට (මසකට වරක් අඩු) Occasionally (less than once a month)","5 කි.මී.සිට 10කි.මී. දක්වා   5 to 10 km","ඔව් yes","ඉතා ඉහළයි very high","ඉතා ඉහළයි very high","ඉතා ඉහළයි very high","ඉහළ high","භාවිතා නොකරයි not use","එකඟ නොවේ Disagree","එකඟ වේ Agree","එකඟ නොවේ Disagree","එකඟ වේ Agree","එකඟ වේ Agree","තදින්ම එකඟ වේ Strongly Agree",""
"2020/11/04 11:03:45 PM GMT+5:30","පිරිමි Male","අවුරුදු 16-25","කුරුණෑගල Kurunegala","ශිෂ්ය student","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","තනි Single","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","මාසිකව Monthly","5 කි.මී.සිට 10කි.මී. දක්වා   5 to 10 km","නැත no","ඉතා ඉහළයි very high","ඉහළ high","ඉතා ඉහළයි very high","සාමාන්‍යය average","භාවිතා නොකරයි not use","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","තදින්ම එකඟ වේ Strongly Agree","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ නොවේ Disagree","තදින්ම එකඟ වේ Strongly Agree","තදින්ම එකඟ වේ Strongly Agree",""
"2020/11/04 11:59:28 PM GMT+5:30","ගැහැණු Female","අවුරුදු 25-45","ගම්පහ Gampaha","පෞද්ගලික අංශයේ private sector","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","තනි Single","දෙමළ tamil","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","මාසිකව Monthly","5 කි.මී.සිට 10කි.මී. දක්වා   5 to 10 km","ඔව් yes","ඉතා ඉහළයි very high","ඉහළ high","ඉතා ඉහළයි very high","සාමාන්‍යය average","ඉහළ high","උදාසීන Neutral","උදාසීන Neutral","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","උදාසීන Neutral","lack of Installing instructions"
"2020/11/05 8:55:44 AM GMT+5:30","ගැහැණු Female","අවුරුදු 45-60","කළුතර Kalutara","රාජ්‍ය / රාජ්‍ය සේවය Government /Public Service","උසස් පෙළ( A/L)","විවාහක Married","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","සතිපතා Weekly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","ඉහළ high","ඉහළ high","සාමාන්‍යය average","ඉහළ high","ඉහළ high","උදාසීන Neutral","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree",""
"2020/11/05 12:39:16 PM GMT+5:30","ගැහැණු Female","60 ට වැඩි (above 60 )","කුරුණෑගල Kurunegala","ගෘහණියක් housewife","ද්විතියික (සාමාන්‍ය  පෙළ දක්වා) O/L","විවාහක Married","සිංහල Sinhalees","ඔව්  Yes","සාමාන්‍ය ජංගම දුරකථනය Feature phone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","මාසිකව Monthly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","අඩු low","ඉතා අඩුයි Very low","භාවිතා නොකරයි not use","අඩු low","භාවිතා නොකරයි not use","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","සින්හල උපදෙස් මාලාවක් සහිත යෙදුම් සමහර ආයතන වල නොමැති නිසා"
"2020/11/05 1:19:01 PM GMT+5:30","ගැහැණු Female","අවුරුදු 16-25","කුරුණෑගල Kurunegala","ශිෂ්ය student","උසස් පෙළ( A/L)","තනි Single","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","ඉඳහිට (මසකට වරක් අඩු) Occasionally (less than once a month)","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","අඩු low","ඉතා අඩුයි Very low","අඩු low","ඉතා අඩුයි Very low","භාවිතා නොකරයි not use","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ නොවේ Disagree","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree",""
"2020/11/06 7:34:39 AM GMT+5:30","පිරිමි Male","අවුරුදු 45-60","කළුතර Kalutara","රාජ්‍ය / රාජ්‍ය සේවය Government /Public Service","ශාස්ත්‍රපති / ආචාර්ය උපාධිය Masters/Phd","විවාහක Married","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","සතිපතා Weekly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","අඩු low","අඩු low","අඩු low","අඩු low","භාවිතා නොකරයි not use","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1",""
"2020/11/06 11:20:16 AM GMT+5:30","පිරිමි Male","අවුරුදු 25-45","ගම්පහ Gampaha","පෞද්ගලික අංශයේ private sector","ශාස්ත්‍රපති / ආචාර්ය උපාධිය Masters/Phd","තනි Single","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account;ජංගම ගිණුම Current account","මාසිකව Monthly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","ඉතා ඉහළයි very high","ඉතා ඉහළයි very high","ඉතා ඉහළයි very high","ඉතා ඉහළයි very high","ඉතා ඉහළයි very high","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ වේ Agree","එකඟ වේ Agree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","තදින්ම එකඟ වේ Strongly Agree",""
"2020/11/06 6:39:35 PM GMT+5:30","ගැහැණු Female","අවුරුදු 45-60","කොළඹ Colombo","ගෘහණියක් housewife","උසස් පෙළ( A/L)","විවාහක Married","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","මාසිකව Monthly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","සාමාන්‍යය average","සාමාන්‍යය average","සාමාන්‍යය average","සාමාන්‍යය average","අඩු low","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","උදාසීන Neutral","එකඟ නොවේ Disagree","උදාසීන Neutral","උදාසීන Neutral","එකඟ නොවේ Disagree",""
"2020/11/07 3:32:23 PM GMT+5:30","ගැහැණු Female","අවුරුදු 45-60","ගම්පහ Gampaha","රාජ්‍ය / රාජ්‍ය සේවය Government /Public Service","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","විවාහක Married","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","ඉඳහිට (මසකට වරක් අඩු) Occasionally (less than once a month)","5 කි.මී.සිට 10කි.මී. දක්වා   5 to 10 km","ඔව් yes","සාමාන්‍යය average","ඉහළ high","අඩු low","ඉහළ high","භාවිතා නොකරයි not use","එකඟ නොවේ Disagree","එකඟ වේ Agree","එකඟ නොවේ Disagree","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","උදාසීන Neutral","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1",""
"2020/11/07 6:57:56 PM GMT+5:30","පිරිමි Male","අවුරුදු 16-25","ගම්පහ Gampaha","රැකියා විරහිත unemployed","උසස් පෙළ( A/L)","තනි Single","සිංහල Sinhalees","ඔව්  Yes","සාමාන්‍ය ජංගම දුරකථනය Feature phone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","ඉඳහිට (මසකට වරක් අඩු) Occasionally (less than once a month)","5 කි.මී.සිට 10කි.මී. දක්වා   5 to 10 km","ඔව් yes","අඩු low","අඩු low","අඩු low","භාවිතා නොකරයි not use","භාවිතා නොකරයි not use","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree",""
"2020/11/08 1:24:57 PM GMT+5:30","ගැහැණු Female","අවුරුදු 16-25","ගම්පහ Gampaha","ශිෂ්ය student","උසස් පෙළ( A/L)","තනි Single","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","ඉඳහිට (මසකට වරක් අඩු) Occasionally (less than once a month)","5 කි.මී.සිට 10කි.මී. දක්වා   5 to 10 km","නැත no","අඩු low","භාවිතා නොකරයි not use","අඩු low","භාවිතා නොකරයි not use","භාවිතා නොකරයි not use","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree","රැකියාවක් නොකරන නිසා"
"2020/11/11 7:45:08 AM GMT+5:30","පිරිමි Male","අවුරුදු 45-60","ගම්පහ Gampaha","රාජ්‍ය / රාජ්‍ය සේවය Government /Public Service","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","විවාහක Married","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account;ස්ථාවර ගිණුම fixed account","මාසිකව Monthly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","ඉතා ඉහළයි very high","ඉතා ඉහළයි very high","ඉතා ඉහළයි very high","ඉතා ඉහළයි very high","අඩු low","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ නොවේ Disagree","උදාසීන Neutral","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","උදාසීන Neutral","එකඟ වේ Agree","The bank (Every bank change password every 3 months, Some time bank break our PW without notification. If we have to face this problem , customer want to call to bank and change PW , some bank can't change by digitally they advised please come your nearest  branch, Some bank like government bank want to go to customer's accounts hold branch  "
"2020/11/11 9:15:47 PM GMT+5:30","ගැහැණු Female","අවුරුදු 16-25","ගම්පහ Gampaha","ශිෂ්ය student","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","තනි Single","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","ඉඳහිට (මසකට වරක් අඩු) Occasionally (less than once a month)","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","ඉහළ high","ඉහළ high","ඉහළ high","අඩු low","සාමාන්‍යය average","එකඟ වේ Agree","උදාසීන Neutral","එකඟ නොවේ Disagree","එකඟ වේ Agree","එකඟ වේ Agree","එකඟ වේ Agree",""
"2020/11/21 2:08:57 PM GMT+5:30","ගැහැණු Female","අවුරුදු 25-45","ගම්පහ Gampaha","රාජ්‍ය / රාජ්‍ය සේවය Government /Public Service","උසස් පෙළ( A/L)","තනි Single","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","මාසිකව Monthly","10 කි.මී.ට වඩා   More than 10 km","ඔව් yes","ඉතා ඉහළයි very high","ඉතා ඉහළයි very high","ඉතා ඉහළයි very high","භාවිතා නොකරයි not use","ඉතා ඉහළයි very high","එකඟ නොවේ Disagree","එකඟ වේ Agree","උදාසීන Neutral","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ නොවේ Disagree","එකඟ නොවේ Disagree",""
"2020/11/23 11:03:20 AM GMT+5:30","පිරිමි Male","අවුරුදු 25-45","ගම්පහ Gampaha","පෞද්ගලික අංශයේ private sector","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","තනි Single","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","මාසිකව Monthly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","ඉතා ඉහළයි very high","සාමාන්‍යය average","ඉහළ high","ඉතා අඩුයි Very low","භාවිතා නොකරයි not use","තදින්ම එකඟ නොවේ Strongly DisagreeColumn 1","එකඟ වේ Agree","උදාසීන Neutral","එකඟ නොවේ Disagree","උදාසීන Neutral","එකඟ වේ Agree",""
"2020/11/23 11:05:13 AM GMT+5:30","පිරිමි Male","16 ට අඩු  ( less than 16 )","හම්බන්තොට Hambantota","රැකියා විරහිත unemployed","උසස් පෙළ( A/L)","තනි Single","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account","ඉඳහිට (මසකට වරක් අඩු) Occasionally (less than once a month)","කිලෝමීටරයකට වඩා අඩුය    Less than one km","ඔව් yes","ඉහළ high","අඩු low","ඉහළ high","භාවිතා නොකරයි not use","භාවිතා නොකරයි not use","එකඟ නොවේ Disagree","උදාසීන Neutral","තදින්ම එකඟ වේ Strongly Agree","එකඟ වේ Agree","එකඟ වේ Agree","තදින්ම එකඟ වේ Strongly Agree",""
"2020/11/23 11:07:52 AM GMT+5:30","පිරිමි Male","අවුරුදු 16-25","ගම්පහ Gampaha","පවුල් ව්‍යාපාර / ස්වයං රැකියා  Family business/ self-employed","උපාධිය / ඩිප්ලෝමාව Degree/Deploma","තනි Single","සිංහල Sinhalees","ඔව්  Yes","ස්මාර්ට් ජංගම දුරකථනය Smartphone","ඔව්  yes","","ඉතිරි කිරීමේ ගිණුම Savings account;ජංගම ගිණුම Current account;ස්ථාවර ගිණුම fixed account","සතිපතා Weekly","1 කි.මී.සිට 5 කි.මී.දක්වා   1 to 5 km","ඔව් yes","ඉහළ high","ඉහළ high","ඉහළ high","ඉහළ high","ඉහළ high","එකඟ නොවේ Disagree","එකඟ වේ Agree","උදාසීන Neutral","එකඟ වේ Agree","එකඟ වේ Agree","තදින්ම එකඟ වේ Strongly Agree",""